Date (GMT +11);testDataYear
29 Mar 2022 09:39:33;29.92,point {  fill-color: #F05323; }
29 Mar 2022 09:29:26;30.00,point {  fill-color: #F05323; }
29 Mar 2022 09:19:19;33.65,point {  fill-color: #F05323; }
29 Mar 2022 09:09:12;30.88,point {  fill-color: #F05323; }
29 Mar 2022 08:59:05;27.57,point {  fill-color: #F05323; }
30 Mar 2022 13:42:26;32.51,point {  fill-color: #F05323; }
30 Mar 2022 13:52:33;26.79,point {  fill-color: #F05323; }
30 Mar 2022 13:32:18;34.49,point {  fill-color: #F05323; }
30 Mar 2022 13:22:11;31.65,point {  fill-color: #F05323; }
30 Mar 2022 13:12:04;26.05,point {  fill-color: #F05323; }
30 Mar 2022 13:01:57;28.85,point {  fill-color: #F05323; }
30 Mar 2022 12:51:50;32.76,point {  fill-color: #F05323; }
30 Mar 2022 12:41:43;27.82,point {  fill-color: #F05323; }
30 Mar 2022 12:31:36;34.21,point {  fill-color: #F05323; }
30 Mar 2022 12:21:28;28.23,point {  fill-color: #F05323; }
30 Mar 2022 12:11:21;27.65,point {  fill-color: #F05323; }
30 Mar 2022 12:01:14;31.74,point {  fill-color: #F05323; }
30 Mar 2022 11:51:07;32.36,point {  fill-color: #F05323; }
30 Mar 2022 11:41:00;26.74,point {  fill-color: #F05323; }
30 Mar 2022 11:30:52;27.81,point {  fill-color: #F05323; }
30 Mar 2022 11:20:45;29.71,point {  fill-color: #F05323; }
30 Mar 2022 11:10:38;32.64,point {  fill-color: #F05323; }
30 Mar 2022 11:00:31;27.64,point {  fill-color: #F05323; }
30 Mar 2022 10:50:23;32.04,point {  fill-color: #F05323; }
30 Mar 2022 10:40:16;33.54,point {  fill-color: #F05323; }
30 Mar 2022 10:30:09;30.76,point {  fill-color: #F05323; }
30 Mar 2022 10:20:02;25.96,point {  fill-color: #F05323; }
30 Mar 2022 10:09:55;28.42,point {  fill-color: #F05323; }
30 Mar 2022 09:59:48;27.32,point {  fill-color: #F05323; }
30 Mar 2022 09:49:40;32.52,point {  fill-color: #F05323; }
30 Mar 2022 09:39:33;34.69,point {  fill-color: #F05323; }
30 Mar 2022 09:29:26;25.46,point {  fill-color: #F05323; }
30 Mar 2022 09:19:19;28.55,point {  fill-color: #F05323; }
30 Mar 2022 09:09:12;28.72,point {  fill-color: #F05323; }
30 Mar 2022 08:59:05;34.49,point {  fill-color: #F05323; }
31 Mar 2022 13:42:26;32.60,point {  fill-color: #F05323; }
31 Mar 2022 13:52:33;32.92,point {  fill-color: #F05323; }
31 Mar 2022 13:32:18;25.65,point {  fill-color: #F05323; }
31 Mar 2022 13:22:11;26.58,point {  fill-color: #F05323; }
31 Mar 2022 13:12:04;28.88,point {  fill-color: #F05323; }
31 Mar 2022 13:01:57;25.48,point {  fill-color: #F05323; }
31 Mar 2022 12:51:50;29.34,point {  fill-color: #F05323; }
31 Mar 2022 12:41:43;27.57,point {  fill-color: #F05323; }
31 Mar 2022 12:31:36;29.82,point {  fill-color: #F05323; }
31 Mar 2022 12:21:28;27.28,point {  fill-color: #F05323; }
31 Mar 2022 12:11:21;34.66,point {  fill-color: #F05323; }
31 Mar 2022 12:01:14;27.31,point {  fill-color: #F05323; }
31 Mar 2022 11:51:07;33.98,point {  fill-color: #F05323; }
31 Mar 2022 11:41:00;28.66,point {  fill-color: #F05323; }
31 Mar 2022 11:30:52;32.71,point {  fill-color: #F05323; }
31 Mar 2022 11:20:45;26.07,point {  fill-color: #F05323; }
31 Mar 2022 11:10:38;30.63,point {  fill-color: #F05323; }
31 Mar 2022 11:00:31;32.13,point {  fill-color: #F05323; }
31 Mar 2022 10:50:23;34.10,point {  fill-color: #F05323; }
31 Mar 2022 10:40:16;25.13,point {  fill-color: #F05323; }
31 Mar 2022 10:30:09;25.89,point {  fill-color: #F05323; }
31 Mar 2022 10:20:02;25.08,point {  fill-color: #F05323; }
31 Mar 2022 10:09:55;34.94,point {  fill-color: #F05323; }
31 Mar 2022 09:59:48;30.35,point {  fill-color: #F05323; }
31 Mar 2022 09:49:40;25.62,point {  fill-color: #F05323; }
31 Mar 2022 09:39:33;34.49,point {  fill-color: #F05323; }
31 Mar 2022 09:29:26;25.07,point {  fill-color: #F05323; }
31 Mar 2022 09:19:19;28.01,point {  fill-color: #F05323; }
31 Mar 2022 09:09:12;26.51,point {  fill-color: #F05323; }
31 Mar 2022 08:59:05;28.87,point {  fill-color: #F05323; }
01 Apr 2022 13:42:26;33.03,point {  fill-color: #F05323; }
01 Apr 2022 13:52:33;32.37,point {  fill-color: #F05323; }
01 Apr 2022 13:32:18;26.90,point {  fill-color: #F05323; }
01 Apr 2022 13:22:11;34.40,point {  fill-color: #F05323; }
01 Apr 2022 13:12:04;26.48,point {  fill-color: #F05323; }
01 Apr 2022 13:01:57;27.81,point {  fill-color: #F05323; }
01 Apr 2022 12:51:50;28.85,point {  fill-color: #F05323; }
01 Apr 2022 12:41:43;31.00,point {  fill-color: #F05323; }
01 Apr 2022 12:31:36;34.05,point {  fill-color: #F05323; }
01 Apr 2022 12:21:28;32.56,point {  fill-color: #F05323; }
01 Apr 2022 12:11:21;28.47,point {  fill-color: #F05323; }
01 Apr 2022 12:01:14;31.23,point {  fill-color: #F05323; }
01 Apr 2022 11:51:07;31.28,point {  fill-color: #F05323; }
01 Apr 2022 11:41:00;32.90,point {  fill-color: #F05323; }
01 Apr 2022 11:30:52;33.16,point {  fill-color: #F05323; }
01 Apr 2022 11:20:45;32.30,point {  fill-color: #F05323; }
01 Apr 2022 11:10:38;29.30,point {  fill-color: #F05323; }
01 Apr 2022 11:00:31;34.00,point {  fill-color: #F05323; }
01 Apr 2022 10:50:23;25.81,point {  fill-color: #F05323; }
01 Apr 2022 10:40:16;29.90,point {  fill-color: #F05323; }
01 Apr 2022 10:30:09;27.95,point {  fill-color: #F05323; }
01 Apr 2022 10:20:02;32.32,point {  fill-color: #F05323; }
01 Apr 2022 10:09:55;29.06,point {  fill-color: #F05323; }
01 Apr 2022 09:59:48;26.63,point {  fill-color: #F05323; }
01 Apr 2022 09:49:40;26.99,point {  fill-color: #F05323; }
01 Apr 2022 09:39:33;32.23,point {  fill-color: #F05323; }
01 Apr 2022 09:29:26;32.63,point {  fill-color: #F05323; }
01 Apr 2022 09:19:19;34.49,point {  fill-color: #F05323; }
01 Apr 2022 09:09:12;25.18,point {  fill-color: #F05323; }
01 Apr 2022 08:59:05;33.67,point {  fill-color: #F05323; }
02 Apr 2022 13:42:26;25.32,point {  fill-color: #F05323; }
02 Apr 2022 13:52:33;26.28,point {  fill-color: #F05323; }
02 Apr 2022 13:32:18;33.34,point {  fill-color: #F05323; }
02 Apr 2022 13:22:11;34.06,point {  fill-color: #F05323; }
02 Apr 2022 13:12:04;30.91,point {  fill-color: #F05323; }
02 Apr 2022 13:01:57;26.59,point {  fill-color: #F05323; }
02 Apr 2022 12:51:50;34.54,point {  fill-color: #F05323; }
02 Apr 2022 12:41:43;28.88,point {  fill-color: #F05323; }
02 Apr 2022 12:31:36;34.64,point {  fill-color: #F05323; }
02 Apr 2022 12:21:28;34.15,point {  fill-color: #F05323; }
02 Apr 2022 12:11:21;33.15,point {  fill-color: #F05323; }
02 Apr 2022 12:01:14;30.73,point {  fill-color: #F05323; }
02 Apr 2022 11:51:07;32.89,point {  fill-color: #F05323; }
02 Apr 2022 11:41:00;25.65,point {  fill-color: #F05323; }
02 Apr 2022 11:30:52;32.10,point {  fill-color: #F05323; }
02 Apr 2022 11:20:45;33.53,point {  fill-color: #F05323; }
02 Apr 2022 11:10:38;26.16,point {  fill-color: #F05323; }
02 Apr 2022 11:00:31;30.73,point {  fill-color: #F05323; }
02 Apr 2022 10:50:23;32.83,point {  fill-color: #F05323; }
02 Apr 2022 10:40:16;25.40,point {  fill-color: #F05323; }
02 Apr 2022 10:30:09;32.60,point {  fill-color: #F05323; }
02 Apr 2022 10:20:02;31.80,point {  fill-color: #F05323; }
02 Apr 2022 10:09:55;30.27,point {  fill-color: #F05323; }
02 Apr 2022 09:59:48;32.14,point {  fill-color: #F05323; }
02 Apr 2022 09:49:40;28.87,point {  fill-color: #F05323; }
02 Apr 2022 09:39:33;28.09,point {  fill-color: #F05323; }
02 Apr 2022 09:29:26;27.97,point {  fill-color: #F05323; }
02 Apr 2022 09:19:19;33.02,point {  fill-color: #F05323; }
02 Apr 2022 09:09:12;29.24,point {  fill-color: #F05323; }
02 Apr 2022 08:59:05;30.94,point {  fill-color: #F05323; }
03 Apr 2022 13:42:26;25.16,point {  fill-color: #F05323; }
03 Apr 2022 13:52:33;33.70,point {  fill-color: #F05323; }
03 Apr 2022 13:32:18;32.74,point {  fill-color: #F05323; }
03 Apr 2022 13:22:11;27.19,point {  fill-color: #F05323; }
03 Apr 2022 13:12:04;25.21,point {  fill-color: #F05323; }
03 Apr 2022 13:01:57;34.69,point {  fill-color: #F05323; }
03 Apr 2022 12:51:50;33.82,point {  fill-color: #F05323; }
03 Apr 2022 12:41:43;32.67,point {  fill-color: #F05323; }
03 Apr 2022 12:31:36;30.91,point {  fill-color: #F05323; }
03 Apr 2022 12:21:28;33.23,point {  fill-color: #F05323; }
03 Apr 2022 12:11:21;25.99,point {  fill-color: #F05323; }
03 Apr 2022 12:01:14;29.55,point {  fill-color: #F05323; }
03 Apr 2022 11:51:07;29.53,point {  fill-color: #F05323; }
03 Apr 2022 11:41:00;31.20,point {  fill-color: #F05323; }
03 Apr 2022 11:30:52;32.66,point {  fill-color: #F05323; }
03 Apr 2022 11:20:45;31.40,point {  fill-color: #F05323; }
03 Apr 2022 11:10:38;28.45,point {  fill-color: #F05323; }
03 Apr 2022 11:00:31;34.42,point {  fill-color: #F05323; }
03 Apr 2022 10:50:23;26.99,point {  fill-color: #F05323; }
03 Apr 2022 10:40:16;27.61,point {  fill-color: #F05323; }
03 Apr 2022 10:30:09;25.70,point {  fill-color: #F05323; }
03 Apr 2022 10:20:02;28.82,point {  fill-color: #F05323; }
03 Apr 2022 10:09:55;34.33,point {  fill-color: #F05323; }
03 Apr 2022 09:59:48;26.89,point {  fill-color: #F05323; }
03 Apr 2022 09:49:40;26.59,point {  fill-color: #F05323; }
03 Apr 2022 09:39:33;28.16,point {  fill-color: #F05323; }
03 Apr 2022 09:29:26;33.69,point {  fill-color: #F05323; }
03 Apr 2022 09:19:19;26.92,point {  fill-color: #F05323; }
03 Apr 2022 09:09:12;30.36,point {  fill-color: #F05323; }
03 Apr 2022 08:59:05;26.48,point {  fill-color: #F05323; }
04 Apr 2022 13:42:26;32.65,point {  fill-color: #F05323; }
04 Apr 2022 13:52:33;27.40,point {  fill-color: #F05323; }
04 Apr 2022 13:32:18;27.52,point {  fill-color: #F05323; }
04 Apr 2022 13:22:11;32.54,point {  fill-color: #F05323; }
04 Apr 2022 13:12:04;26.88,point {  fill-color: #F05323; }
04 Apr 2022 13:01:57;34.38,point {  fill-color: #F05323; }
04 Apr 2022 12:51:50;26.73,point {  fill-color: #F05323; }
04 Apr 2022 12:41:43;27.20,point {  fill-color: #F05323; }
04 Apr 2022 12:31:36;34.57,point {  fill-color: #F05323; }
04 Apr 2022 12:21:28;30.87,point {  fill-color: #F05323; }
04 Apr 2022 12:11:21;25.43,point {  fill-color: #F05323; }
04 Apr 2022 12:01:14;32.74,point {  fill-color: #F05323; }
04 Apr 2022 11:51:07;29.23,point {  fill-color: #F05323; }
04 Apr 2022 11:41:00;29.23,point {  fill-color: #F05323; }
04 Apr 2022 11:30:52;34.19,point {  fill-color: #F05323; }
04 Apr 2022 11:20:45;33.43,point {  fill-color: #F05323; }
04 Apr 2022 11:10:38;33.91,point {  fill-color: #F05323; }
04 Apr 2022 11:00:31;30.47,point {  fill-color: #F05323; }
04 Apr 2022 10:50:23;34.46,point {  fill-color: #F05323; }
04 Apr 2022 10:40:16;29.03,point {  fill-color: #F05323; }
04 Apr 2022 10:30:09;31.32,point {  fill-color: #F05323; }
04 Apr 2022 10:20:02;30.26,point {  fill-color: #F05323; }
04 Apr 2022 10:09:55;29.97,point {  fill-color: #F05323; }
04 Apr 2022 09:59:48;34.77,point {  fill-color: #F05323; }
04 Apr 2022 09:49:40;30.15,point {  fill-color: #F05323; }
04 Apr 2022 09:39:33;31.19,point {  fill-color: #F05323; }
04 Apr 2022 09:29:26;29.35,point {  fill-color: #F05323; }
04 Apr 2022 09:19:19;28.48,point {  fill-color: #F05323; }
04 Apr 2022 09:09:12;29.54,point {  fill-color: #F05323; }
04 Apr 2022 08:59:05;32.97,point {  fill-color: #F05323; }
05 Apr 2022 13:42:26;33.50,point {  fill-color: #F05323; }
05 Apr 2022 13:52:33;28.65,point {  fill-color: #F05323; }
05 Apr 2022 13:32:18;27.19,point {  fill-color: #F05323; }
05 Apr 2022 13:22:11;29.47,point {  fill-color: #F05323; }
05 Apr 2022 13:12:04;33.31,point {  fill-color: #F05323; }
05 Apr 2022 13:01:57;34.51,point {  fill-color: #F05323; }
05 Apr 2022 12:51:50;29.23,point {  fill-color: #F05323; }
05 Apr 2022 12:41:43;33.88,point {  fill-color: #F05323; }
05 Apr 2022 12:31:36;30.01,point {  fill-color: #F05323; }
05 Apr 2022 12:21:28;33.17,point {  fill-color: #F05323; }
05 Apr 2022 12:11:21;29.86,point {  fill-color: #F05323; }
05 Apr 2022 12:01:14;28.96,point {  fill-color: #F05323; }
05 Apr 2022 11:51:07;26.27,point {  fill-color: #F05323; }
05 Apr 2022 11:41:00;32.00,point {  fill-color: #F05323; }
05 Apr 2022 11:30:52;33.03,point {  fill-color: #F05323; }
05 Apr 2022 11:20:45;31.95,point {  fill-color: #F05323; }
05 Apr 2022 11:10:38;33.40,point {  fill-color: #F05323; }
05 Apr 2022 11:00:31;30.33,point {  fill-color: #F05323; }
05 Apr 2022 10:50:23;27.78,point {  fill-color: #F05323; }
05 Apr 2022 10:40:16;25.60,point {  fill-color: #F05323; }
05 Apr 2022 10:30:09;28.14,point {  fill-color: #F05323; }
05 Apr 2022 10:20:02;25.94,point {  fill-color: #F05323; }
05 Apr 2022 10:09:55;27.54,point {  fill-color: #F05323; }
05 Apr 2022 09:59:48;31.04,point {  fill-color: #F05323; }
05 Apr 2022 09:49:40;26.70,point {  fill-color: #F05323; }
05 Apr 2022 09:39:33;34.42,point {  fill-color: #F05323; }
05 Apr 2022 09:29:26;25.32,point {  fill-color: #F05323; }
05 Apr 2022 09:19:19;29.64,point {  fill-color: #F05323; }
05 Apr 2022 09:09:12;27.94,point {  fill-color: #F05323; }
05 Apr 2022 08:59:05;31.88,point {  fill-color: #F05323; }
06 Apr 2022 13:42:26;27.97,point {  fill-color: #F05323; }
06 Apr 2022 13:52:33;29.27,point {  fill-color: #F05323; }
06 Apr 2022 13:32:18;30.62,point {  fill-color: #F05323; }
06 Apr 2022 13:22:11;30.71,point {  fill-color: #F05323; }
06 Apr 2022 13:12:04;27.45,point {  fill-color: #F05323; }
06 Apr 2022 13:01:57;34.36,point {  fill-color: #F05323; }
06 Apr 2022 12:51:50;27.03,point {  fill-color: #F05323; }
06 Apr 2022 12:41:43;27.60,point {  fill-color: #F05323; }
06 Apr 2022 12:31:36;27.34,point {  fill-color: #F05323; }
06 Apr 2022 12:21:28;26.63,point {  fill-color: #F05323; }
06 Apr 2022 12:11:21;33.00,point {  fill-color: #F05323; }
06 Apr 2022 12:01:14;27.95,point {  fill-color: #F05323; }
06 Apr 2022 11:51:07;31.21,point {  fill-color: #F05323; }
06 Apr 2022 11:41:00;34.87,point {  fill-color: #F05323; }
06 Apr 2022 11:30:52;26.35,point {  fill-color: #F05323; }
06 Apr 2022 11:20:45;25.08,point {  fill-color: #F05323; }
06 Apr 2022 11:10:38;33.14,point {  fill-color: #F05323; }
06 Apr 2022 11:00:31;29.73,point {  fill-color: #F05323; }
06 Apr 2022 10:50:23;28.40,point {  fill-color: #F05323; }
06 Apr 2022 10:40:16;26.05,point {  fill-color: #F05323; }
06 Apr 2022 10:30:09;29.56,point {  fill-color: #F05323; }
06 Apr 2022 10:20:02;32.89,point {  fill-color: #F05323; }
06 Apr 2022 10:09:55;25.86,point {  fill-color: #F05323; }
06 Apr 2022 09:59:48;34.93,point {  fill-color: #F05323; }
06 Apr 2022 09:49:40;28.77,point {  fill-color: #F05323; }
06 Apr 2022 09:39:33;26.98,point {  fill-color: #F05323; }
06 Apr 2022 09:29:26;28.40,point {  fill-color: #F05323; }
06 Apr 2022 09:19:19;34.44,point {  fill-color: #F05323; }
06 Apr 2022 09:09:12;31.25,point {  fill-color: #F05323; }
06 Apr 2022 08:59:05;33.25,point {  fill-color: #F05323; }
07 Apr 2022 13:42:26;33.40,point {  fill-color: #F05323; }
07 Apr 2022 13:52:33;29.00,point {  fill-color: #F05323; }
07 Apr 2022 13:32:18;34.93,point {  fill-color: #F05323; }
07 Apr 2022 13:22:11;26.72,point {  fill-color: #F05323; }
07 Apr 2022 13:12:04;32.79,point {  fill-color: #F05323; }
07 Apr 2022 13:01:57;25.82,point {  fill-color: #F05323; }
07 Apr 2022 12:51:50;29.93,point {  fill-color: #F05323; }
07 Apr 2022 12:41:43;29.33,point {  fill-color: #F05323; }
07 Apr 2022 12:31:36;25.01,point {  fill-color: #F05323; }
07 Apr 2022 12:21:28;30.57,point {  fill-color: #F05323; }
07 Apr 2022 12:11:21;25.91,point {  fill-color: #F05323; }
07 Apr 2022 12:01:14;31.45,point {  fill-color: #F05323; }
07 Apr 2022 11:51:07;30.80,point {  fill-color: #F05323; }
07 Apr 2022 11:41:00;34.94,point {  fill-color: #F05323; }
07 Apr 2022 11:30:52;34.97,point {  fill-color: #F05323; }
07 Apr 2022 11:20:45;29.95,point {  fill-color: #F05323; }
07 Apr 2022 11:10:38;29.05,point {  fill-color: #F05323; }
07 Apr 2022 11:00:31;31.58,point {  fill-color: #F05323; }
07 Apr 2022 10:50:23;27.30,point {  fill-color: #F05323; }
07 Apr 2022 10:40:16;27.63,point {  fill-color: #F05323; }
07 Apr 2022 10:30:09;25.37,point {  fill-color: #F05323; }
07 Apr 2022 10:20:02;27.22,point {  fill-color: #F05323; }
07 Apr 2022 10:09:55;34.70,point {  fill-color: #F05323; }
07 Apr 2022 09:59:48;25.18,point {  fill-color: #F05323; }
07 Apr 2022 09:49:40;30.26,point {  fill-color: #F05323; }
07 Apr 2022 09:39:33;26.97,point {  fill-color: #F05323; }
07 Apr 2022 09:29:26;27.20,point {  fill-color: #F05323; }
07 Apr 2022 09:19:19;29.59,point {  fill-color: #F05323; }
07 Apr 2022 09:09:12;29.86,point {  fill-color: #F05323; }
07 Apr 2022 08:59:05;32.13,point {  fill-color: #F05323; }
08 Apr 2022 13:42:26;33.74,point {  fill-color: #F05323; }
08 Apr 2022 13:52:33;26.87,point {  fill-color: #F05323; }
08 Apr 2022 13:32:18;28.02,point {  fill-color: #F05323; }
08 Apr 2022 13:22:11;27.66,point {  fill-color: #F05323; }
08 Apr 2022 13:12:04;33.26,point {  fill-color: #F05323; }
08 Apr 2022 13:01:57;27.18,point {  fill-color: #F05323; }
08 Apr 2022 12:51:50;27.18,point {  fill-color: #F05323; }
08 Apr 2022 12:41:43;26.91,point {  fill-color: #F05323; }
08 Apr 2022 12:31:36;31.45,point {  fill-color: #F05323; }
08 Apr 2022 12:21:28;33.44,point {  fill-color: #F05323; }
08 Apr 2022 12:11:21;26.06,point {  fill-color: #F05323; }
08 Apr 2022 12:01:14;30.72,point {  fill-color: #F05323; }
08 Apr 2022 11:51:07;32.65,point {  fill-color: #F05323; }
08 Apr 2022 11:41:00;30.69,point {  fill-color: #F05323; }
08 Apr 2022 11:30:52;30.46,point {  fill-color: #F05323; }
08 Apr 2022 11:20:45;26.20,point {  fill-color: #F05323; }
08 Apr 2022 11:10:38;27.65,point {  fill-color: #F05323; }
08 Apr 2022 11:00:31;26.18,point {  fill-color: #F05323; }
08 Apr 2022 10:50:23;33.25,point {  fill-color: #F05323; }
08 Apr 2022 10:40:16;28.12,point {  fill-color: #F05323; }
08 Apr 2022 10:30:09;28.88,point {  fill-color: #F05323; }
08 Apr 2022 10:20:02;26.84,point {  fill-color: #F05323; }
08 Apr 2022 10:09:55;29.62,point {  fill-color: #F05323; }
08 Apr 2022 09:59:48;27.52,point {  fill-color: #F05323; }
08 Apr 2022 09:49:40;27.37,point {  fill-color: #F05323; }
08 Apr 2022 09:39:33;29.87,point {  fill-color: #F05323; }
08 Apr 2022 09:29:26;33.87,point {  fill-color: #F05323; }
08 Apr 2022 09:19:19;31.72,point {  fill-color: #F05323; }
08 Apr 2022 09:09:12;32.81,point {  fill-color: #F05323; }
08 Apr 2022 08:59:05;29.56,point {  fill-color: #F05323; }
09 Apr 2022 13:42:26;30.82,point {  fill-color: #F05323; }
09 Apr 2022 13:52:33;31.02,point {  fill-color: #F05323; }
09 Apr 2022 13:32:18;33.92,point {  fill-color: #F05323; }
09 Apr 2022 13:22:11;29.88,point {  fill-color: #F05323; }
09 Apr 2022 13:12:04;26.21,point {  fill-color: #F05323; }
09 Apr 2022 13:01:57;30.34,point {  fill-color: #F05323; }
09 Apr 2022 12:51:50;32.53,point {  fill-color: #F05323; }
09 Apr 2022 12:41:43;28.86,point {  fill-color: #F05323; }
09 Apr 2022 12:31:36;32.73,point {  fill-color: #F05323; }
09 Apr 2022 12:21:28;25.30,point {  fill-color: #F05323; }
09 Apr 2022 12:11:21;30.04,point {  fill-color: #F05323; }
09 Apr 2022 12:01:14;33.68,point {  fill-color: #F05323; }
09 Apr 2022 11:51:07;32.87,point {  fill-color: #F05323; }
09 Apr 2022 11:41:00;30.51,point {  fill-color: #F05323; }
09 Apr 2022 11:30:52;26.81,point {  fill-color: #F05323; }
09 Apr 2022 11:20:45;25.61,point {  fill-color: #F05323; }
09 Apr 2022 11:10:38;34.67,point {  fill-color: #F05323; }
09 Apr 2022 11:00:31;32.72,point {  fill-color: #F05323; }
09 Apr 2022 10:50:23;29.08,point {  fill-color: #F05323; }
09 Apr 2022 10:40:16;28.71,point {  fill-color: #F05323; }
09 Apr 2022 10:30:09;26.95,point {  fill-color: #F05323; }
09 Apr 2022 10:20:02;33.35,point {  fill-color: #F05323; }
09 Apr 2022 10:09:55;29.93,point {  fill-color: #F05323; }
09 Apr 2022 09:59:48;27.86,point {  fill-color: #F05323; }
09 Apr 2022 09:49:40;26.73,point {  fill-color: #F05323; }
09 Apr 2022 09:39:33;29.70,point {  fill-color: #F05323; }
09 Apr 2022 09:29:26;30.52,point {  fill-color: #F05323; }
09 Apr 2022 09:19:19;25.04,point {  fill-color: #F05323; }
09 Apr 2022 09:09:12;27.13,point {  fill-color: #F05323; }
09 Apr 2022 08:59:05;31.51,point {  fill-color: #F05323; }
10 Apr 2022 13:42:26;30.45,point {  fill-color: #F05323; }
10 Apr 2022 13:52:33;32.90,point {  fill-color: #F05323; }
10 Apr 2022 13:32:18;29.58,point {  fill-color: #F05323; }
10 Apr 2022 13:22:11;33.94,point {  fill-color: #F05323; }
10 Apr 2022 13:12:04;25.01,point {  fill-color: #F05323; }
10 Apr 2022 13:01:57;31.67,point {  fill-color: #F05323; }
10 Apr 2022 12:51:50;33.25,point {  fill-color: #F05323; }
10 Apr 2022 12:41:43;25.96,point {  fill-color: #F05323; }
10 Apr 2022 12:31:36;25.83,point {  fill-color: #F05323; }
10 Apr 2022 12:21:28;32.74,point {  fill-color: #F05323; }
10 Apr 2022 12:11:21;26.57,point {  fill-color: #F05323; }
10 Apr 2022 12:01:14;30.55,point {  fill-color: #F05323; }
10 Apr 2022 11:51:07;32.74,point {  fill-color: #F05323; }
10 Apr 2022 11:41:00;27.71,point {  fill-color: #F05323; }
10 Apr 2022 11:30:52;28.54,point {  fill-color: #F05323; }
10 Apr 2022 11:20:45;25.94,point {  fill-color: #F05323; }
10 Apr 2022 11:10:38;31.09,point {  fill-color: #F05323; }
10 Apr 2022 11:00:31;25.21,point {  fill-color: #F05323; }
10 Apr 2022 10:50:23;33.27,point {  fill-color: #F05323; }
10 Apr 2022 10:40:16;32.61,point {  fill-color: #F05323; }
10 Apr 2022 10:30:09;33.75,point {  fill-color: #F05323; }
10 Apr 2022 10:20:02;27.54,point {  fill-color: #F05323; }
10 Apr 2022 10:09:55;32.84,point {  fill-color: #F05323; }
10 Apr 2022 09:59:48;28.93,point {  fill-color: #F05323; }
10 Apr 2022 09:49:40;31.14,point {  fill-color: #F05323; }
10 Apr 2022 09:39:33;34.62,point {  fill-color: #F05323; }
10 Apr 2022 09:29:26;34.17,point {  fill-color: #F05323; }
10 Apr 2022 09:19:19;31.52,point {  fill-color: #F05323; }
10 Apr 2022 09:09:12;29.09,point {  fill-color: #F05323; }
10 Apr 2022 08:59:05;31.11,point {  fill-color: #F05323; }
11 Apr 2022 13:42:26;25.86,point {  fill-color: #F05323; }
11 Apr 2022 13:52:33;34.22,point {  fill-color: #F05323; }
11 Apr 2022 13:32:18;26.43,point {  fill-color: #F05323; }
11 Apr 2022 13:22:11;28.03,point {  fill-color: #F05323; }
11 Apr 2022 13:12:04;26.66,point {  fill-color: #F05323; }
11 Apr 2022 13:01:57;33.85,point {  fill-color: #F05323; }
11 Apr 2022 12:51:50;31.42,point {  fill-color: #F05323; }
11 Apr 2022 12:41:43;30.51,point {  fill-color: #F05323; }
11 Apr 2022 12:31:36;30.94,point {  fill-color: #F05323; }
11 Apr 2022 12:21:28;31.39,point {  fill-color: #F05323; }
11 Apr 2022 12:11:21;31.88,point {  fill-color: #F05323; }
11 Apr 2022 12:01:14;30.70,point {  fill-color: #F05323; }
11 Apr 2022 11:51:07;28.77,point {  fill-color: #F05323; }
11 Apr 2022 11:41:00;33.50,point {  fill-color: #F05323; }
11 Apr 2022 11:30:52;33.35,point {  fill-color: #F05323; }
11 Apr 2022 11:20:45;28.16,point {  fill-color: #F05323; }
11 Apr 2022 11:10:38;30.93,point {  fill-color: #F05323; }
11 Apr 2022 11:00:31;30.45,point {  fill-color: #F05323; }
11 Apr 2022 10:50:23;25.72,point {  fill-color: #F05323; }
11 Apr 2022 10:40:16;29.08,point {  fill-color: #F05323; }
11 Apr 2022 10:30:09;27.22,point {  fill-color: #F05323; }
11 Apr 2022 10:20:02;28.98,point {  fill-color: #F05323; }
11 Apr 2022 10:09:55;33.17,point {  fill-color: #F05323; }
11 Apr 2022 09:59:48;27.36,point {  fill-color: #F05323; }
11 Apr 2022 09:49:40;29.94,point {  fill-color: #F05323; }
11 Apr 2022 09:39:33;27.42,point {  fill-color: #F05323; }
11 Apr 2022 09:29:26;26.61,point {  fill-color: #F05323; }
11 Apr 2022 09:19:19;27.32,point {  fill-color: #F05323; }
11 Apr 2022 09:09:12;29.93,point {  fill-color: #F05323; }
11 Apr 2022 08:59:05;32.35,point {  fill-color: #F05323; }
12 Apr 2022 13:42:26;25.46,point {  fill-color: #F05323; }
12 Apr 2022 13:52:33;32.64,point {  fill-color: #F05323; }
12 Apr 2022 13:32:18;29.56,point {  fill-color: #F05323; }
12 Apr 2022 13:22:11;30.02,point {  fill-color: #F05323; }
12 Apr 2022 13:12:04;27.10,point {  fill-color: #F05323; }
12 Apr 2022 13:01:57;25.88,point {  fill-color: #F05323; }
12 Apr 2022 12:51:50;27.50,point {  fill-color: #F05323; }
12 Apr 2022 12:41:43;30.92,point {  fill-color: #F05323; }
12 Apr 2022 12:31:36;27.19,point {  fill-color: #F05323; }
12 Apr 2022 12:21:28;33.00,point {  fill-color: #F05323; }
12 Apr 2022 12:11:21;30.32,point {  fill-color: #F05323; }
12 Apr 2022 12:01:14;28.59,point {  fill-color: #F05323; }
12 Apr 2022 11:51:07;27.06,point {  fill-color: #F05323; }
12 Apr 2022 11:41:00;28.78,point {  fill-color: #F05323; }
12 Apr 2022 11:30:52;34.73,point {  fill-color: #F05323; }
12 Apr 2022 11:20:45;29.53,point {  fill-color: #F05323; }
